"2486" "gb airways" "\n" "gt" "gbl" "geebee airways" "united kingdom" "y"
"2487" "gcs air service" "\n" "" "gcs" "galion" "united states" "n"
"2488" "gec marconi avionics" "\n" "" "ffu" "ferranti" "united kingdom" "n"
"2489" "gecas" "\n" "" "gcc" "gecas" "ireland" "n"
"2490" "gensa" "\n" "" "gen" "gensa-brasil" "brazil" "n"
"2491" "getra" "\n" "" "get" "getra" "equatorial guinea" "n"
"2492" "gfw aviation" "\n" "" "gfw" "" "australia" "n"
"2493" "gh stansted limited" "\n" "" "ghi" "" "united kingdom" "n"
"2494" "gm helicopters" "\n" "" "gmg" "gee-em helicopters" "latvia" "n"
"2495" "gp express airlines" "\n" "" "gpe" "regional express" "united states" "n"
"2496" "gpm aeroservicio" "\n" "" "gpr" "gpm aeroservicio" "mexico" "n"
"2497" "gr-avia" "\n" "" "gib" "gravia" "guinea" "n"
"2498" "gst aero aircompany" "\n" "" "bmk" "murat" "kazakhstan" "n"
"2499" "gta air" "\n" "" "gtx" "big-dee" "united states" "n"
"2500" "ga-ma helicoptere" "\n" "" "gah" "gamhelico" "france" "n"
"2501" "gabon express" "\n" "" "gbe" "gabex" "gabon" "n"
"2502" "gabon-air-transport" "\n" "" "grt" "" "gabon" "n"
"2503" "gacela air cargo" "\n" "" "gig" "gacela air" "mexico" "n"
"2504" "gail force express" "\n" "" "gfc" "gail force" "united states" "n"
"2505" "gain jet aviation" "\n" "" "gnj" "hercules jet" "greece" "n"
"2506" "galair international" "\n" "" "swf" "galair" "united kingdom" "n"
"2507" "galaircervis" "\n" "" "gls" "gals" "ukraine" "n"
"2508" "galaxy air" "\n" "7o" "gal" "galaxy" "kyrgyzstan" "n"
"2509" "galaxy airlines" "\n" "" "gxy" "galax" "japan" "n"
"2510" "galena air service" "\n" "" "gas" "galena air service" "united states" "n"
"2511" "galileo international" "\n" "1g" "" "" "united states" "n"
"2512" "gama aviation" "\n" "" "gma" "gama" "united kingdom" "n"
"2513" "gambia international airlines" "\n" "gc" "gnr" "gambia international" "gambia" "n"
"2514" "gambia new millennium air" "\n" "" "nml" "newmill" "gambia" "n"
"2515" "gamisa aviacion" "\n" "" "gmj" "gamisa" "spain" "n"
"2516" "gandalf airlines" "\n" "g7" "gnf" "gandalf" "italy" "n"
"2517" "gander aviation" "\n" "" "gan" "ganair" "canada" "n"
"2518" "garden state airlines" "\n" "" "gsa" "garden state" "united states" "n"
"2519" "garrison aviation" "\n" "" "ahm" "air huron" "canada" "n"
"2520" "garuda indonesia" "\n" "ga" "gia" "indonesia" "indonesia" "y"
"2521" "gatari hutama air services" "\n" "" "ghs" "gatari" "indonesia" "n"
"2522" "gauteng air cargo" "\n" "" "ego" "gauteng" "south africa" "n"
"2523" "gavina" "\n" "" "gvn" "gavina" "spain" "n"
"2524" "gazpromavia" "\n" "4g" "gzp" "gazpromavia" "russia" "y"
"2525" "geesair" "\n" "" "gee" "geesair" "canada" "n"
"2526" "gemini air cargo" "\n" "gr" "gco" "gemini" "united states" "n"
"2527" "gendall air" "\n" "" "gab" "gendall" "canada" "n"
"2528" "gendarmerie belge" "\n" "" "gdb" "belgian genermerie" "belgium" "n"
"2529" "gendarmie nationale" "\n" "" "fgn" "france gendarme" "france" "n"
"2530" "general aerospace" "\n" "" "swk" "skywalker" "canada" "n"
"2531" "general airways" "\n" "" "gws" "genair" "south africa" "n"
"2532" "general aviation" "\n" "" "gnz" "gonzo" "poland" "n"
"2533" "general aviation flying services" "\n" "" "gth" "gotham" "united states" "n"
"2534" "general aviation terminal" "\n" "" "xga" "" "canada" "n"
"2535" "general motors" "\n" "" "gmc" "general motors" "united states" "n"
"2536" "genex" "\n" "" "gnx" "" "belarus" "n"
"2537" "geographic air surveys" "\n" "" "gsl" "survey-canada" "canada" "n"
"2538" "georgian airways" "\n" "a9" "tgz" "tamazi" "georgia" "y"
"2539" "georgian aviation federation" "\n" "" "fga" "georgia fed" "georgia" "n"
"2540" "georgian cargo airlines africa" "\n" "" "ggf" "georgian africa" "senegal" "n"
"2541" "georgian national airlines" "\n" "qb" "gfg" "national" "georgia" "y"
"2542" "dlr" "\n" "" "gpl" "german polar" "germany" "n"
"2543" "german air force" "\n" "" "gaf" "german air force" "germany" "n"
"2544" "german army" "\n" "" "gam" "german army" "germany" "n"
"2545" "german navy" "\n" "" "gny" "german navy" "germany" "n"
"2546" "german sky airlines" "\n" "" "ghy" "german sky" "germany" "n"
"2547" "germania" "\n" "st" "gmi" "germania" "germany" "y"
"2548" "germanwings" "\n" "4u" "gwi" "german wings" "germany" "y"
"2549" "gerry's dnata" "\n" "" "gdn" "" "pakistan" "n"
"2550" "gesekkschaft fur flugzieldarstellung" "\n" "" "gfd" "kite" "germany" "n"
"2551" "gestair" "\n" "gp" "ges" "gestair" "spain" "n"
"2552" "gestar" "\n" "" "gtr" "star gestar" "chile" "n"
"2553" "gestion aerea ajecutiva" "\n" "" "gjt" "banjet" "spain" "n"
"2554" "ghadames air transport" "\n" "" "ght" "" "libya" "n"
"2555" "ghana airways" "\n" "" "gha" "ghana" "ghana" "n"
"2556" "ghana international airlines" "\n" "g0" "ghb" "ghana airlines" "ghana" "y"
"2557" "gibson aviation" "\n" "" "ntc" "night chase" "united states" "n"
"2558" "global air charter" "\n" "" "rps" "response" "united states" "n"
"2559" "global air operations" "\n" "" "gag" "global airgroup" "comoros" "n"
"2560" "global air services nigeria" "\n" "" "gbs" "global serve" "nigeria" "n"
"2561" "global aircargo" "\n" "" "glc" "" "bahrain" "n"
"2562" "global airways" "\n" "" "bsp" "" "democratic republic of congo" "n"
"2563" "global aviation operations" "\n" "" "gbb" "globe" "south africa" "n"
"2564" "global aviation and services group" "\n" "" "gak" "aviagroup" "libya" "n"
"2565" "global georgian airways" "\n" "" "ggz" "global georgian" "georgia" "n"
"2566" "global jet austria" "\n" "" "glj" "global austria" "austria" "n"
"2567" "global jet corporation" "\n" "" "nsm" "thundercloud" "united states" "n"
"2568" "global jet luxembourg" "\n" "" "svw" "silver arrows" "luxembourg" "n"
"2569" "global sky aircharter" "\n" "" "gsk" "global sky" "united states" "n"
"2570" "global supply systems" "\n" "" "gss" "jet lift" "united kingdom" "n"
"2571" "global system" "\n" "" "xgs" "" "united states" "n"
"2572" "global weather dynamics" "\n" "" "xgw" "" "united states" "n"
"2573" "global wings" "\n" "" "glw" "" "japan" "n"
"2574" "globe jet" "\n" "" "gja" "" "lebanon" "n"
"2575" "go air" "\n" "g8" "gow" "goair" "india" "y"
"2576" "go one airways" "\n" "gk" "" "" "united kingdom" "n"
"2577" "gojet airlines" "\n" "g7" "gjs" "gateway" "united states" "y"
"2578" "gobierno de guinea ecuatorial" "\n" "" "gge" "" "equatorial guinea" "n"
"2579" "gof-air" "\n" "" "gof" "gof-air" "mexico" "n"
"2580" "gofir" "\n" "" "goi" "swiss hawk" "switzerland" "n"
"2581" "gol transportes aéreos" "\n" "g3" "glo" "gol transporte" "brazil" "y"
"2582" "gold belt air transport" "\n" "" "gbt" "gold belt" "canada" "n"
"2583" "goldair" "\n" "" "gda" "air partner" "united kingdom" "n"
"2584" "goldeck-flug" "\n" "" "gdk" "goldeck flug" "austria" "n"
"2585" "golden air" "\n" "dc" "gao" "golden" "sweden" "y"
"2586" "golden airlines" "\n" "" "gdd" "golden airlines" "united states" "n"
"2587" "golden pacific airlines" "\n" "" "gpa" "golden pac" "united states" "n"
"2588" "golden rule airlines" "\n" "" "grs" "golden rule" "kyrgyzstan" "n"
"2589" "golden star air cargo" "\n" "" "gld" "golden star" "sudan" "n"
"2590" "goldfields air services" "\n" "" "gos" "" "australia" "n"
"2591" "golfe air quebec" "\n" "" "gaq" "golfair" "canada" "n"
"2592" "goliaf air" "\n" "" "gle" "goliaf air" "sao tome and principe" "n"
"2593" "gomel airlines" "\n" "" "gom" "gomel" "belarus" "n"
"2594" "goodridge (uk) limited" "\n" "" "rdr" "red star" "united kingdom" "n"
"2595" "gorkha airlines" "\n" "g1" "ika" "gorkha airlines" "nepal" "n"
"2596" "gorlitsa airlines" "\n" "" "gor" "gorlitsa" "ukraine" "n"
"2597" "government flying service" "\n" "" "hkg" "hongkong government" "hong kong sar of china" "n"
"2598" "government of zambia communications flight" "\n" "" "grz" "com flight" "zambia" "n"
"2599" "grampian flight centre" "\n" "" "hld" "granite" "united kingdom" "n"
"2600" "granada aviacion" "\n" "" "gav" "granavi" "spain" "n"
"2601" "grand aire express" "\n" "" "gae" "grand express" "united states" "n"
"2602" "grand airways" "\n" "" "gnd" "grand vegas" "united states" "n"
"2603" "grand canyon airlines" "\n" "" "cvu" "canyon view" "united states" "n"
"2604" "grant aviation" "\n" "gs" "gun" "hoot" "united states" "n"
"2605" "grantex aviation" "\n" "" "lmk" "landmark" "united kingdom" "n"
"2606" "great american airways" "\n" "" "gra" "great american" "united states" "n"
"2607" "great lakes airlines" "\n" "zk" "gla" "lakes air" "united states" "y"
"2608" "great lakes airways (uganda)" "\n" "" "glu" "lakes cargo" "uganda" "n"
"2609" "great plains airlines" "\n" "" "grp" "great plains" "united states" "n"
"2610" "great wall airlines" "\n" "ij" "gwl" "great wall" "china" "n"
"2611" "great western air" "\n" "" "gwa" "g-w air" "united states" "n"
"2612" "hellenic air force" "\n" "" "haf" "hellenic air force" "greece" "n"
"2613" "greek navy" "\n" "" "hna" "hellenic navy" "greece" "n"
"2614" "griffin aviation" "\n" "" "gff" "griffin air" "cyprus" "n"
"2615" "grixona" "\n" "" "gxa" "grixona" "moldova" "n"
"2616" "grizodubova air company" "\n" "" "gzd" "grizodubova air" "russia" "n"
"2617" "grossmann air service" "\n" "" "htg" "grossmann" "austria" "n"
"2618" "grossmann jet service" "\n" "" "gsj" "grossjet" "czech republic" "n"
"2619" "ground handling service de mexico" "\n" "" "ghv" "ground handling" "mexico" "n"
"2620" "grup air-med" "\n" "" "gpm" "grupomed" "spain" "n"
"2621" "grupo de aviacion ejecutiva" "\n" "" "ejc" "grupoejecutiva" "mexico" "n"
"2622" "grupo taca" "taca" "ta" "tat" "taca-costarica" "costa rica" "y"
"2623" "grupo vuelos mediterraneo" "\n" "" "vmm" "vuelos med" "spain" "n"
"2624" "grupoaereo monterrey" "\n" "" "gmt" "grupomonterrey" "mexico" "n"
"2625" "guard systems" "\n" "" "gsy" "guard air" "norway" "n"
"2626" "guine bissaur airlines" "\n" "g6" "bsr" "bissau airlines" "guinea-bissau" "n"
"2627" "guinea airways" "\n" "" "gij" "guinea airways" "guinea" "n"
"2628" "guinea cargo" "\n" "" "gnc" "guinea cargo" "equatorial guinea" "n"
"2629" "guinee airlines" "\n" "j9" "gif" "guinee airlines" "guinea" "n"
"2630" "guinea ecuatorial airlines" "\n" "" "gea" "geasa" "equatorial guinea" "n"
"2631" "guinee paramount airlines" "\n" "" "giq" "guipar" "guinea" "n"
"2632" "guizhou airlines" "\n" "" "cgh" "guizhou" "china" "n"
"2633" "guja" "\n" "" "gus" "guja" "mexico" "n"
"2634" "gujarat airways" "\n" "g8" "guj" "gujaratair" "india" "n"
"2635" "gulf & caribbean cargo / contract air cargo" "\n" "" "tsu" "transauto" "united states" "n"
"2636" "gulf african airlines - gambia" "\n" "" "guf" "gulf african" "" "n"
"2637" "gulf air" "\n" "" "gfa" "gulf air" "oman" "y"
"2638" "gulf air bahrain" "\n" "gf" "gba" "gulf bahrain" "bahrain" "y"
"2639" "gulf air inc" "\n" "" "gat" "gulf trans" "united states" "n"
"2640" "gulf central airlines" "\n" "" "gcn" "gulf central" "united states" "n"
"2641" "gulf flite center" "\n" "" "sfy" "sky flite" "united states" "n"
"2642" "gulf pearl air lines" "\n" "" "gpc" "air gulfpearl" "libya" "n"
"2643" "gulfstream aerospace" "\n" "" "glf" "gulfstream test" "united states" "n"
"2644" "gulfstream airlines" "\n" "" "gfs" "gulfstar" "united states" "n"
"2645" "gulfstream international airlines" "\n" "" "gft" "gulf flight" "united states" "y"
"2646" "gull air" "\n" "" "gul" "gull-air" "united states" "n"
"2647" "gum air" "\n" "" "gum" "gum air" "suriname" "n"
"2648" "guneydogu havacilik isletmesi" "\n" "" "gdh" "rising sun" "turkey" "n"
"2649" "guyana airways 2000" "\n" "gy" "" "" "" "n"
"2650" "gwyn aviation" "\n" "" "gwn" "gwyn" "united kingdom" "n"
"2651" "hc airlines" "\n" "" "hla" "heavylift" "united kingdom" "n"
"2652" "hpm investments" "\n" "" "hwd" "flitewise" "united kingdom" "n"
"2653" "ht helikoptertransport" "\n" "" "ktr" "copter trans" "sweden" "n"
"2654" "hta helicopteros" "\n" "" "aht" "heliapra" "portugal" "n"
"2656" "hadison aviation" "\n" "" "fms" "hadi" "united states" "n"
"2657" "hageland aviation services" "\n" "h6" "hag" "hageland" "united states" "y"
"2658" "hagondale limited" "\n" "" "pow" "airnet" "united kingdom" "n"
"2659" "hahn air" "\n" "hr" "hhn" "rooster" "germany" "n"
"2660" "hainan airlines" "\n" "hu" "chh" "hainan" "china" "y"
"2661" "hainan phoenix information systems" "\n" "1r" "" "" "china" "n"
"2662" "haiti air freight" "\n" "" "hls" "" "haiti" "n"
"2663" "haiti ambassador airlines" "\n" "2t" "ham" "" "haiti" "y"
"2664" "haiti international air" "\n" "" "hti" "haiti international" "haiti" "n"
"2665" "haiti international airline" "\n" "" "hrb" "haiti airline" "haiti" "n"
"2666" "haiti national airlines (hana)" "\n" "" "hnr" "hanair" "haiti" "n"
"2667" "haiti north airline" "\n" "" "htn" "" "haiti" "n"
"2668" "haiti trans air" "\n" "" "htc" "haiti transair" "haiti" "n"
"2669" "haitian aviation line" "\n" "" "hbc" "halisa" "haiti" "n"
"2670" "hajvairy airlines" "\n" "" "haj" "hajvairy" "pakistan" "n"
"2671" "hak air" "\n" "" "hkl" "hak airline" "nigeria" "n"
"2672" "hala air" "\n" "" "hlh" "hala air" "sudan" "n"
"2673" "halcyon air/bissau airways" "\n" "" "hcn" "halcyon" "guinea-bissau" "n"
"2674" "hamburg international" "\n" "4r" "hhi" "hamburg jet" "germany" "y"
"2675" "hamlin jet" "\n" "" "hjl" "bizjet" "united kingdom" "n"
"2676" "hamra air" "\n" "" "hmm" "hamra" "united arab emirates" "n"
"2677" "hand d aviation" "\n" "" "wva" "wabash valley" "united states" "n"
"2678" "hangar 8" "\n" "" "hgr" "hang" "united kingdom" "n"
"2679" "hangard aviation" "\n" "" "hgd" "hangard" "mongolia" "n"
"2680" "hansung airlines" "\n" "" "han" "hansung air" "republic of korea" "n"
"2681" "tuifly" "\n" "x3" "hlx" "yellow cab" "germany" "y"
"2682" "hapagfly" "\n" "hf" "hlf" "hapag lloyd" "germany" "y"
"2683" "harbor airlines" "\n" "hb" "har" "harbor" "united states" "n"
"2684" "harmony airways" "\n" "hq" "hmy" "harmony" "canada" "n"
"2685" "haughey air" "\n" "" "nbr" "norbrook" "united kingdom" "n"
"2686" "haverfordwest air charter services" "\n" "" "pyn" "poyston" "united kingdom" "n"
"2687" "havilah air services" "\n" "" "hav" "havilah" "nigeria" "n"
"2688" "hawaiian airlines" "\n" "ha" "hal" "hawaiian" "united states" "y"
"2689" "hawaiian pacific airlines" "\n" "hp" "" "" "united states" "n"
"2690" "hawk air" "\n" "" "hkr" "air haw" "argentina" "n"
"2691" "hawk de mexico" "\n" "" "hmx" "hawk mexico" "mexico" "n"
"2692" "hawkair" "\n" "bh" "" "" "canada" "y"
"2693" "hawkaire" "\n" "" "hki" "hawkeye" "united states" "n"
"2694" "hazelton airlines" "\n" "" "hzl" "hazelton" "australia" "n"
"2695" "heavylift cargo airlines" "\n" "hn" "hvy" "heavy cargo" "australia" "n"
"2696" "heavylift international" "\n" "" "hvl" "heavylift international" "united arab emirates" "n"
"2697" "helcopteros de cataluna" "\n" "" "hdc" "helicataluna" "spain" "n"
"2698" "helenair (barbados)" "\n" "" "hcb" "helen" "barbados" "n"
"2699" "helenair corporation" "\n" "" "hcl" "helencorp" "saint lucia" "n"
"2700" "helenia helicopter service" "\n" "" "hhp" "helenia" "denmark" "n"
"2701" "heli air services" "\n" "" "hlr" "heli bulgaria" "bulgaria" "n"
"2702" "heli ambulance team" "\n" "" "alj" "alpin heli" "austria" "n"
"2703" "heli bernina" "\n" "" "heb" "helibernina" "switzerland" "n"
"2704" "heli france" "\n" "8h" "hfr" "helifrance" "france" "y"
"2705" "heli hungary" "\n" "" "hyh" "helihungary" "hungary" "n"
"2706" "heli medwest de mexico" "\n" "" "hlm" "helimidwest" "mexico" "n"
"2707" "heli securite" "\n" "" "hli" "heli saint-tropez" "france" "n"
"2708" "heli trip" "\n" "" "htp" "heli trip" "mexico" "n"
"2709" "heli union heli prestations" "\n" "" "hlu" "heli union" "france" "n"
"2710" "heli-air-monaco" "\n" "" "mcm" "heli air" "monaco" "n"
"2711" "heli-holland" "\n" "" "hhe" "heli holland" "netherlands" "n"
"2712" "heli-iberica" "\n" "" "hra" "erica" "spain" "n"
"2713" "heli-iberica fotogrametria" "\n" "" "hif" "hifsa" "spain" "n"
"2714" "heli-inter guyane" "\n" "" "hig" "inter guyanne" "france" "n"
"2715" "heli-link" "\n" "" "hlk" "heli-link" "switzerland" "n"
"2716" "heliamerica de mexico" "\n" "" "hmc" "heliamerica" "mexico" "n"
"2717" "heliavia-transporte aereo" "\n" "" "hea" "heliavia" "portugal" "n"
"2718" "heliaviation limited" "\n" "" "cdy" "caddy" "united kingdom" "n"
"2719" "helibravo aviacao" "\n" "" "hib" "helibravo" "portugal" "n"
"2720" "helicap" "\n" "" "hlc" "helicap" "france" "n"
"2721" "helicentre coventry" "\n" "" "cov" "helicentre" "united kingdom" "n"
"2722" "helicol" "\n" "" "hel" "helicol" "colombia" "n"
"2723" "helicopter" "\n" "" "hcp" "heli czech" "czech republic" "n"
"2724" "helicopter & aviation services" "\n" "" "jky" "jockey" "united kingdom" "n"
"2725" "helicopter training & hire" "\n" "" "mvk" "mavrik" "united kingdom" "n"
"2726" "helicopteros aero personal" "\n" "" "hap" "helipersonal" "mexico" "n"
"2727" "helicopteros agroforestal" "\n" "" "haa" "agroforestal" "chile" "n"
"2728" "helicopteros internacionales" "\n" "" "hnt" "helicop inter" "mexico" "n"
"2729" "helicopteros y vehiculos nacionales aereos" "\n" "" "hen" "helinac" "mexico" "n"
"2730" "helicsa" "\n" "" "hhh" "helicsa" "spain" "n"
"2731" "helijet" "\n" "jb" "jba" "helijet" "canada" "y"
"2732" "helikopterdrift" "\n" "" "hdr" "helidrift" "norway" "n"
"2733" "helikopterservice euro air" "\n" "" "sco" "swedcopter" "sweden" "n"
"2734" "heliocean" "\n" "" "oce" "heliocean" "france" "n"
"2735" "helios airways" "\n" "zu" "hcy" "helios" "cyprus" "n"
"2736" "helipistas" "\n" "" "hlp" "helipistas" "spain" "n"
"2737" "heliportugal" "\n" "" "hpl" "heliportugal" "portugal" "n"
"2738" "heliservicio campeche" "\n" "" "hec" "helicampeche" "mexico" "n"
"2739" "helisul" "\n" "" "hsu" "helis" "portugal" "n"
"2740" "heliswiss" "\n" "" "hsi" "heliswiss" "switzerland" "n"
"2741" "helitafe" "\n" "" "hlt" "helitafe" "mexico" "n"
"2742" "helitalia" "\n" "" "hit" "helitalia" "italy" "n"
"2743" "helitaxi ofavi" "\n" "" "ofa" "ofavi" "mexico" "n"
"2744" "helitrans" "\n" "" "hta" "scanbird" "norway" "n"
"2745" "helitrans air service" "\n" "" "hts" "helitrans" "united states" "n"
"2746" "heliworks" "\n" "" "hlw" "heliworks" "chile" "n"
"2747" "hellas jet" "\n" "t4" "hej" "hellas jet" "greece" "y"
"2748" "hello" "\n" "hw" "fhe" "flyhello" "switzerland" "y"
"2749" "helog" "\n" "" "hlg" "helog" "switzerland" "n"
"2750" "helvetic airways" "\n" "2l" "oaw" "helvetic" "switzerland" "y"
"2751" "hemus air" "\n" "du" "hms" "hemus air" "bulgaria" "n"
"2752" "henebury aviation" "\n" "" "hac" "" "australia" "n"
"2753" "heritiage flight (valley air services)" "\n" "" "ssh" "snowshoe" "united states" "n"
"2754" "herman's markair express" "\n" "" "mrx" "speedmark" "united states" "n"
"2755" "herritage aviation developments" "\n" "" "hed" "flapjack" "united kingdom" "n"
"2756" "hewa bora airways" "\n" "eo" "alx" "allcongo" "democratic republic of the congo" "n"
"2757" "hex'air" "\n" "ud" "her" "hex airline" "france" "y"
"2758" "hi-jet helicopter services" "\n" "" "hhs" "hijet" "suriname" "n"
"2759" "hi fly" "\n" "5k" "hfy" "sky flyer" "portugal" "n"
"2760" "high-line airways" "\n" "" "hlb" "high-line" "canada" "n"
"2761" "highland airways" "\n" "" "hwy" "hiway" "united kingdom" "y"
"2762" "hispaniola airways" "\n" "" "his" "hispaniola" "dominican republic" "n"
"2763" "hogan air" "\n" "" "hga" "hogan air" "united states" "n"
"2764" "hokkaido air system" "\n" "" "nth" "north air" "japan" "n"
"2765" "hokkaido international airlines" "\n" "hd" "ado" "air do" "japan" "y"
"2766" "hokuriki-koukuu company" "\n" "" "abh" "" "japan" "n"
"2767" "hola airlines" "\n" "h5" "hoa" "hola" "spain" "n"
"2768" "holding international group" "\n" "" "hin" "holding group" "mexico" "n"
"2769" "holiday airlines" "\n" "" "hol" "holiday" "united states" "n"
"2770" "holstenair lubeck" "\n" "" "htr" "holsten" "germany" "n"
"2771" "homac aviation" "\n" "" "hmv" "homac" "luxembourg" "n"
"2772" "honduras airlines" "\n" "" "has" "honduras air" "honduras" "n"
"2773" "hong kong airlines" "\n" "hx" "crk" "bauhinia" "hong kong sar of china" "y"
"2774" "hong kong express airways" "\n" "uo" "hke" "hongkong shuttle" "hong kong sar of china" "y"
"2775" "honiara cargo express" "\n" "" "hex" "honiara cargo" "solomon islands" "n"
"2776" "hop-a-jet" "\n" "" "hpj" "hopa-jet" "united states" "n"
"2777" "hope air" "\n" "hh" "" "hope air" "canada" "n"
"2778" "horizon air" "horizon airlines" "qx" "qxe" "horizon air" "united states" "y"
"2779" "horizon air service" "\n" "" "kok" "koko" "united states" "n"
"2780" "horizon air for transport and training" "\n" "" "hsm" "alofukair" "libya" "n"
"2781" "horizon air-taxi" "\n" "" "hor" "horizon" "switzerland" "n"
"2782" "horizon airlines" "\n" "bn" "hza" "" "australia" "y"
"2783" "horizon plus" "\n" "" "hps" "horizon plus" "bangladesh" "n"
"2784" "horizons unlimited" "\n" "" "hud" "hud" "united states" "n"
"2785" "horizontes aereos" "\n" "" "hoz" "horizontes aereos" "mexico" "n"
"2786" "hoteles dinamicos" "\n" "" "hdi" "dinamicos" "mexico" "n"
"2787" "houston helicopters" "\n" "" "hho" "houston heli" "united states" "n"
"2788" "houston jet services" "\n" "" "ggv" "gregg air" "austria" "n"
"2789" "hozu-avia" "\n" "" "ozu" "hozavia" "kazakhstan" "n"
"2790" "hub airlines" "\n" "" "hub" "hub" "united states" "n"
"2791" "huessler air service" "\n" "" "hus" "huessler" "united states" "n"
"2792" "hughes aircraft company" "\n" "" "gmh" "hughes express" "united states" "n"
"2793" "hummingbird helicopter service" "\n" "" "whr" "whirleybird" "united states" "n"
"2794" "hunair hungarian airlines" "\n" "" "huv" "silver eagle" "hungary" "n"
"2795" "hungarian air force" "\n" "" "huf" "hungarian airforce" "hungary" "n"
"2796" "hyack air" "\n" "" "hya" "hyack" "canada" "n"
"2797" "hydro air flight operations" "\n" "" "hyc" "hydro cargo" "south africa" "n"
"2798" "hydro-québec" "\n" "" "hyd" "hydro" "canada" "n"
"2799" "héli sécurité helicopter airlines" "\n" "h4" "" "" "france" "n"
"2800" "international air carrier association" "\n" "" "itc" "" "belgium" "n"
"2801" "ibc airways" "\n" "ii" "csq" "chasqui" "united states" "n"
"2802" "ibl aviation" "\n" "" "ibl" "catovair" "mauritius" "n"
"2803" "ibm euroflight operations" "\n" "" "bbl" "blue" "switzerland" "n"
"2804" "icao" "\n" "" "yyy" "" "" "n"
"2805" "icar airlines" "\n" "c3" "" "" "ukraine" "n"
"2806" "icc canada" "\n" "" "cic" "air trader" "canada" "n"
"2807" "idg technology air" "\n" "" "idg" "indigo" "czech republic" "n"
"2808" "ifl group" "\n" "" "ifl" "eifel" "united states" "n"
"2809" "ii lione alato arl" "\n" "" "rde" "flight red" "united kingdom" "n"
"2810" "ijm international jet management" "\n" "" "ijm" "jet management" "austria" "n"
"2811" "iki international airlines" "\n" "" "ikk" "ikiair" "japan" "n"
"2812" "ikon fto" "\n" "" "ikn" "ikon" "germany" "n"
"2813" "imp aviation services" "\n" "" "blu" "bluenose" "canada" "n"
"2814" "imp group aviation services" "\n" "" "xgg" "" "canada" "n"
"2815" "infini travel information" "\n" "1f" "" "" "japan" "n"
"2816" "ipec aviation" "\n" "" "ipa" "ipec" "australia" "n"
"2817" "ipm europe" "\n" "" "ipm" "shipex" "united kingdom" "n"
"2818" "irs airlines" "\n" "" "lvb" "silverbird" "nigeria" "n"
"2819" "isd avia" "\n" "" "isd" "isdavia" "ukraine" "n"
"2820" "ita software" "\n" "1u" "" "" "united states" "n"
"2821" "ivv femida" "\n" "" "fdf" "" "russia" "n"
"2822" "iberia airlines" "\n" "ib" "ibe" "iberia" "spain" "y"
"2823" "ibertour servicios aereos" "\n" "" "ibr" "ibertour" "spain" "n"
"2824" "ibertrans aerea" "\n" "" "ibt" "ibertrans" "spain" "n"
"2825" "iberworld" "\n" "ty" "iwd" "" "spain" "y"
"2826" "ibex airlines" "\n" "fw" "ibx" "ibex" "japan" "y"
"2827" "ibicenca air" "\n" "" "ibc" "ibicenca" "spain" "n"
"2828" "ibk-petra" "\n" "" "aki" "" "sudan" "n"
"2829" "icar air" "\n" "" "rac" "tuzla air" "bosnia and herzegovina" "y"
"2830" "icare franche compte" "\n" "" "frc" "franche compte" "france" "n"
"2831" "icaro" "\n" "" "icd" "icaro" "ecuador" "n"
"2832" "icaro" "\n" "" "ica" "icarfly" "italy" "n"
"2833" "icarus" "\n" "" "ius" "icarus" "italy" "n"
"2834" "icejet" "\n" "" "icj" "icejet" "iceland" "n"
"2835" "icelandair" "\n" "fi" "ice" "iceair" "iceland" "y"
"2836" "icelandic coast guard" "\n" "" "icg" "iceland coast" "iceland" "n"
"2837" "ikaros dk" "\n" "" "ikr" "ikaros" "denmark" "n"
"2838" "il ciocco international travel service" "\n" "" "cio" "ciocco" "italy" "n"
"2839" "il-avia" "\n" "" "ilv" "ilavia" "russia" "n"
"2840" "ildefonso redriguez" "\n" "" "idl" "ildefonso" "mexico" "n"
"2841" "iliamna air taxi" "\n" "" "iar" "iliamna air" "united states" "n"
"2842" "ilpo aruba cargo" "\n" "" "ilp" "" "aruba" "n"
"2843" "ilyich-avia" "\n" "" "ill" "ilyichavia" "ukraine" "n"
"2844" "imaer" "\n" "" "imr" "imaer" "portugal" "n"
"2845" "imair airlines" "\n" "ik" "itx" "improtex" "azerbaijan" "y"
"2846" "imperial airways" "\n" "" "pnx" "phoenix" "united states" "n"
"2847" "imtrec aviation" "\n" "" "imt" "imtrec" "cambodia" "n"
"2848" "independence air" "\n" "dh" "ide" "independence air" "united states" "n"
"2849" "independent air freighters" "\n" "" "idp" "independent" "australia" "n"
"2850" "indigo airlines" "\n" "6e" "igo" "ifly" "india" "y"
"2851" "india international airways" "\n" "" "iil" "india inter" "india" "n"
"2852" "indian air force" "\n" "" "ifc" "indian airforce" "india" "n"
"2853" "indian airlines" "\n" "ic" "iac" "indair" "india" "y"
"2854" "indicator company" "\n" "" "idr" "indicator" "hungary" "n"
"2855" "indigo" "\n" "i9" "ibu" "indigo blue" "united states" "y"
"2856" "indonesia air transport" "\n" "" "ida" "intra" "indonesia" "n"
"2857" "indonesia airasia" "\n" "qz" "awq" "wagon air" "indonesia" "y"
"2858" "indonesian airlines" "\n" "io" "iaa" "indo lines" "indonesia" "y"
"2859" "industri pesawat terbang nusantara" "\n" "" "ipn" "nusantara" "indonesia" "n"
